DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Conductivity,,Unspecified,249,uS/cm,Actual,,,,,,,2510 B,APHA,"Conductivity Meter, Pt Electrode",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Copper,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Fluoride,,Dissolved,0.11,mg/L,Actual,,,,,,,4500-F- D,APHA,SPADNS Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,0.14,mg/L,Actual,,,,,,,4500-NO3 H,APHA,"Hydrazine Red., Derivitization, Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Iron,,Acid Soluble,0.2,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Kjeldahl nitrogen,as N,Unfiltered,0.5,mg/L,Actual,,,,,,,4500-NORG,APHA,"Digestion, phenate colorimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Lead,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Lithium,,Acid Soluble,0.0004,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Magnesium,,Acid Soluble,2.52,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Manganese,,Acid Soluble,0.147,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Molybdenum,,Acid Soluble,0.0001,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Nickel,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Nitrate,as N,Unfiltered,0.14,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/L,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Nitrite,as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.05,mg/l,Lower Reporting Limit,,,4500-NO2- B,APHA,Ferrous ammonium sulfate Colourimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Organic carbon,,Total,7.3,mg/L,Actual,,,,,,,5310 C,APHA,"UV-Persulfate Digestion, NDIR Detection",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,pH,,Unspecified,7.8,None,Actual,,,,,,,4500-H+ B,APHA,pH Electrode - Electrometric,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Potassium,,Acid Soluble,0.76,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Rubidium,,Acid Soluble,0.0015,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Selenium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Silver,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Sodium,,Acid Soluble,23.1,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Strontium,,Acid Soluble,0.036,mg/L,Actual,,,,,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Sulfate,as SO4,Dissolved,2,mg/L,Actual,,,,,,,4500-SO4 E,APHA,Turbidimetry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Tellurium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Thallium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Tin,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Total dissolved solids,,Unspecified,125,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Total hardness,as CaCO3,Unspecified,58.6,mg/L,Calculated,,,,,,,,,Calculated,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,"Total Phosphorus, mixed forms",as P,Unfiltered,0.006,mg/L,Actual,,,,,,,4500-P E,APHA,"Digestion, Manual Colourimetry",,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,True color,,Dissolved,36,TCU,Actual,,,,,,,"2020 Color (A,C)",APHA,Single Wavelength Spectrophotometry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Turbidity,,,1.2,NTU,Actual,,,,,,,2130 B,APHA,Nephelometry,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Uranium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Uranium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.0001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Vanadium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Vanadium,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Zinc,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/l,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2020-10-30,00:00:00,,,,,Water Bottle,Zinc,,Acid Soluble,,,Actual,Below Detection/Quantification Limit,0.001,mg/L,Lower Reporting Limit,,,200.8/200.7,USEPA,ICP-MS/ICP-ES,,,,RPC Fredericton,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:01:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:01:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,98.5,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:01:00,,,,,Probe/Sensor,Salinity,,,15.67,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Fallsview,Fallsview,45.264094,-66.087035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:01:00,,,,,Probe/Sensor,"Temperature, water",,,10.2,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spar Cove,Spar Cove,45.276357,-66.09035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:16:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.76,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spar Cove,Spar Cove,45.276357,-66.09035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:16:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,81.2,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spar Cove,Spar Cove,45.276357,-66.09035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:16:00,,,,,Probe/Sensor,Salinity,,,9.96,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spar Cove,Spar Cove,45.276357,-66.09035,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:16:00,,,,,Probe/Sensor,"Temperature, water",,,9.3,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:32:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.34,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:32:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,83.1,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:32:00,,,,,Probe/Sensor,Salinity,,,2.37,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek 2,Marsh Creek 2,45.28194,-66.048914,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:32:00,,,,,Probe/Sensor,"Temperature, water",,,5.2,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:59:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.34,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:59:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,81.4,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:59:00,,,,,Probe/Sensor,Salinity,,,1.09,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Little River,Little River,45.27232,-66.022212,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,08:59:00,,,,,Probe/Sensor,"Temperature, water",,,8.8,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:26:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,11.66,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:26:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,92.2,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:26:00,,,,,Probe/Sensor,Salinity,,,0.21,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Taylor's Brook,Taylor's Brook,45.379183,-65.979705,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:26:00,,,,,Probe/Sensor,"Temperature, water",,,5.2,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek Upstream,Marsh Creek Upstream,45.321544,-66.015087,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:39:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,13.23,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek Upstream,Marsh Creek Upstream,45.321544,-66.015087,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:39:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,100.5,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek Upstream,Marsh Creek Upstream,45.321544,-66.015087,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:39:00,,,,,Probe/Sensor,Salinity,,,0.13,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Marsh Creek Upstream,Marsh Creek Upstream,45.321544,-66.015087,WGS84,,,,,River/Stream,Field Msr/Obs,Surface Water,2020-10-30,09:39:00,,,,,Probe/Sensor,"Temperature, water",,,3.5,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spruce Lake Downstream,Spruce Lake Downstream,45.253566,-66.143718,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:18:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.53,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spruce Lake Downstream,Spruce Lake Downstream,45.253566,-66.143718,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:18:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,88.6,%,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spruce Lake Downstream,Spruce Lake Downstream,45.253566,-66.143718,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:18:00,,,,,Probe/Sensor,Salinity,,,3.24,ppt,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Spruce Lake Downstream,Spruce Lake Downstream,45.253566,-66.143718,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:18:00,,,,,Probe/Sensor,"Temperature, water",,,6.5,deg C,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Nerepis River,Nerepis River,45.369563,-66.235278,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:50:00,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.62,mg/L,Actual,,,,,,,,,,,,,,
ACAP Saint John: Nutrients in the lower Wolastoq watershed,Nerepis River,Nerepis River,45.369563,-66.235278,WGS84,,,,,Estuary,Field Msr/Obs,Surface Water,2020-10-30,10:50:00,,,,,Probe/Sensor,Dissolved oxygen saturation,,,78.4,%,Actual,,,,,,,,,,,,,,
